id,name,username,bio,location,url,join_date,join_time,tweets,following,followers,likes,media,private,verified,profile_image_url,background_image
1202670180,Sweden in Vietnam,SwedeninVN,Welcome to the official Twitter page of the Embassy of Sweden in Vietnam!,"Hanoi, Vietnam",https://www.swedenabroad.se/en/embassies/vietnam-hanoi/,20 Feb 2013,5:53 PM,1493,361,4305,298,252,0,1,https://pbs.twimg.com/profile_images/740396334176477184/f9psEVQH_400x400.jpg,https://pbs.twimg.com/profile_banners/1202670180/1569471930/1500x500
735853386,Julio Kidd,JulioKidd07,"You will find out who I am, If you really want to...Just try;)","Hanoi, Vietnam",http://www.facebook.com/kjd.kjd/info,3 Aug 2012,6:26 PM,877,540,38,2305,16,0,0,https://pbs.twimg.com/profile_images/480726410403647489/xY8Oz54N_400x400.png,https://pbs.twimg.com/profile_banners/735853386/1528180510/1500x500
3289455354,Meomeo,MeoRight,"till the end of this journey, I'm happy to be a fangirl of GOT7  ~ nothing special jst love 3",,,24 Jul 2015,12:14 AM,2586,419,77,1487,201,0,0,https://pbs.twimg.com/profile_images/713632852995342336/8FOwOS63_400x400.jpg,https://pbs.twimg.com/profile_banners/3289455354/1444763653/1500x500
957475994423586817,Hanzo54,Hazo1954,,"Hà Nội, Việt Nam",,27 Jan 2018,8:50 PM,106,174,15,2619,0,0,0,https://abs.twimg.com/sticky/default_profile_images/default_profile_400x400.png,
872771027377332224,Vân Anh,VnAnh73769792,,ha noi,https://nhadat24h.net/ban-can-ho-chung-cu-imperia-sky-garden,8 Jun 2017,4:03 AM,2752,1,7,3,2355,0,0,https://pbs.twimg.com/profile_images/1182192103113125888/Z-eSTvE1_400x400.png,https://pbs.twimg.com/profile_banners/872771027377332224/1536835850/1500x500
771739938207391744,Hung.Dang,franhky269,got the whole london inside share me some love at https://dropbit.me/@franhky269 ,"Hanoi, Vietnam",,2 Sep 2016,9:01 AM,644,223,25,472,16,0,0,https://pbs.twimg.com/profile_images/1202790167569788928/RrmoTmrf_400x400.jpg,
18724153,Andrew MΔtthews PGA MNLP,Andrew_Matthews,"PGA Fellow Golf Professional and NLP Performance Coach. Managing Director for the Els Performance Golf Academy (EPGA), Hanoi Vietnam #livelifeawesome","Hanoi, Vietnam",,7 Jan 2009,7:13 AM,2611,1492,770,3639,238,0,0,https://pbs.twimg.com/profile_images/1220713437845524480/gchVmzc4_400x400.jpg,https://pbs.twimg.com/profile_banners/18724153/1544112612/1500x500
4058206439,Nikki Carey,nik_carey,EY PE Teacher,,,27 Oct 2015,9:28 PM,34,82,67,109,3,0,0,https://pbs.twimg.com/profile_images/880714460394115073/UOMnzwdJ_400x400.jpg,https://pbs.twimg.com/profile_banners/4058206439/1490595869/1500x500
713992792859521024,Matthew Dinh,euhgnaw,I only use Twitter to stalk.,"Hà Nội, Việt Nam",https://www.instagram.com/euhgnaw/,27 Mar 2016,12:35 AM,91,237,10,267,0,0,0,https://pbs.twimg.com/profile_images/1227834886276300801/eZbU5lgc_400x400.jpg,https://pbs.twimg.com/profile_banners/713992792859521024/1459064521/1500x500
1083291643128598528,Hoa Thom Co La,HoaThomCoLaVN,"Manufacture of essential oils, Distribution of Natural Products, Cosmeceuticals R&D",,https://hoathomcola.vn/,10 Jan 2019,1:17 AM,26,126,18,22,18,0,0,https://pbs.twimg.com/profile_images/1083292400200503298/R4ayMob-_400x400.jpg,https://pbs.twimg.com/profile_banners/1083291643128598528/1570465380/1500x500
12833022,Tinh Tran (Mr.),blogviet,Tinh Tran is a professional SBCC specialist and development worker in Vietnam. He is now with #FHI360 to support #USAID #HIV #AIDS #TB project.,Hanoi,https://www.fhi360.org/countries/vietnam,29 Jan 2008,7:49 AM,52218,5072,5439,2552,158,0,0,https://pbs.twimg.com/profile_images/1232510704676155393/ETaaBUNf_400x400.jpg,https://pbs.twimg.com/profile_banners/12833022/1582682893/1500x500
3195193711,diepntn04@wru.vn,diepntn04,Lawyer in Vietnam,,http://www.antlawyers.vn/,14 May 2015,3:34 AM,5474,2692,630,1303,209,0,0,https://pbs.twimg.com/profile_images/844463439804272646/q_0i58or_400x400.jpg,https://pbs.twimg.com/profile_banners/3195193711/1490170781/1500x500
752413453181038593,Thanh Thanh,Thanh_Thanh1,"friendly, funny",,http://www.antlawyers.vn/,11 Jul 2016,1:05 AM,5163,3201,632,1137,227,0,0,https://pbs.twimg.com/profile_images/758566383634386945/Y3v_dMBp_400x400.jpg,https://pbs.twimg.com/profile_banners/752413453181038593/1468305898/1500x500
1063734956923400192,Hanoi Inbound,HanoiInbound,"http://Hanoiinbound.com  - One of the largest independent travel agents in the Hanoi, VietNam since 2008. #Hanoi #Travel #Tour #Hanoiinboundtour #Vietnam #Car",,http://hanoiinbound.com/,17 Nov 2018,2:05 AM,83,74,14,15,46,0,0,https://pbs.twimg.com/profile_images/1063736478964928512/2oJ47A1k_400x400.jpg,https://pbs.twimg.com/profile_banners/1063734956923400192/1542449543/1500x500
2838659616,Dz Le,DzungLeVN,Independent thinker from Hanoi.,"Hanoi, Vietnam",,2 Oct 2014,10:16 PM,2942,188,444,1273,209,0,0,https://pbs.twimg.com/profile_images/1157226038994202624/68p5htzl_400x400.jpg,https://pbs.twimg.com/profile_banners/2838659616/1564738873/1500x500
3356622492,Embajada de México en Viet Nam,EmbaMexVN,Đại sứ quán Mexico tại Hà Nội. Teléfono de emergencia para mexicanos: +84 33 494 4233 Desde Vietnam: 033 494 4233,,http://embamex.sre.gob.mx/vietnam/,26 Aug 2015,11:35 PM,4975,448,978,485,520,0,1,https://pbs.twimg.com/profile_images/1069760408758566912/uO7CChMb_400x400.jpg,https://pbs.twimg.com/profile_banners/3356622492/1548301853/1500x500
924295376592519169,Quỳnh Linh,labobop,I post things that may or may not interest people. 19F. INTP.,"Hà Nội, Việt Nam",https://toyhou.se/lalinbo,28 Oct 2017,8:22 AM,1322,49,29,3264,256,0,0,https://pbs.twimg.com/profile_images/1223479064645627904/AK07F8_9_400x400.jpg,https://pbs.twimg.com/profile_banners/924295376592519169/1585106308/1500x500
3243887791,Thudo24h,thudo24h,,,http://thudo24h.com,12 Jun 2015,8:49 PM,210,13,8,34,137,0,0,https://pbs.twimg.com/profile_images/656650854179602433/n_LvYsIR_400x400.jpg,https://pbs.twimg.com/profile_banners/3243887791/1525362017/1500x500
2344242013,Mark Barnes,mbarnesau,"Freelance journalist 🇦🇺 | Currently based in Hanoi, Vietnam 🇻🇳","Hanoi, Vietnam",http://www.markbarnes.com.au,14 Feb 2014,3:09 PM,1589,1593,330,83,374,0,0,https://pbs.twimg.com/profile_images/1231547535363207169/ivjXxbem_400x400.jpg,https://pbs.twimg.com/profile_banners/2344242013/1451115834/1500x500
743078759687802881,Trương Hồng Đức,hdhongducvn,"Ít nói, hiền lành dễ gần ^_^ một chút trẻ trung một chút già nua dễ mến!",,,15 Jun 2016,6:52 AM,2006,181,39,259,0,0,0,https://pbs.twimg.com/profile_images/1029933747892699138/-z2VOyiv_400x400.jpg,https://pbs.twimg.com/profile_banners/743078759687802881/1534390251/1500x500
833137031169478656,Adam Hayton,EvolvedToMrAdam,Australian PYP teacher - Tech Coordinator - Coach - Grade 4 - Agency - Lifelong Learner - Sports Mad - New Inspirations - Physics - Seesaw Ambassador - SDGs,,,18 Feb 2017,6:12 PM,615,258,280,814,200,0,0,https://pbs.twimg.com/profile_images/833223963723472896/cQYKv3XG_400x400.jpg,https://pbs.twimg.com/profile_banners/833137031169478656/1487490228/1500x500
1189462289570598912,Meey invest,InvestMeey,"""""""Meeyland là Sàn giao dịch BĐS trực tuyến ứng dụng công nghệ AI trên nền tảng BĐS & TÀI CHÍNH - Meeyland sẽ giúp bạn tìm được đúng những bất động sản mong muố",Hà Nội,https://meeyinvest.com/,30 Oct 2019,1:41 AM,50,1,1,3,0,0,0,https://pbs.twimg.com/profile_images/1189482646390239233/cLrQqxkn_400x400.jpg,https://pbs.twimg.com/profile_banners/1189462289570598912/1572429738/1500x500
111349998,Chino Luis...,Picollo47,Fanático de lo que es justo y estudioso en el arte de la paciencia...,Hanoi - Vietnam,,4 Feb 2010,8:24 AM,520,485,96,252,27,0,0,https://pbs.twimg.com/profile_images/1181974960782417921/iEYdjZul_400x400.jpg,https://pbs.twimg.com/profile_banners/111349998/1570639769/1500x500
1169272875783577600,Ray,Rayray009123,I will never stop until that day come to me and believe in your choice🇻🇳🇻🇳🇻🇳,"Hà Nội, Việt Nam",,4 Sep 2019,8:36 AM,349,146,4,1040,40,0,0,https://pbs.twimg.com/profile_images/1235263924473225216/V8vaNDAb_400x400.jpg,https://pbs.twimg.com/profile_banners/1169272875783577600/1583344844/1500x500
1080392188872187904,HÙNG,Hng63535909,ベトナム人材は エンジニアや技能実習生などご 興味がある方、お付き合いができるように働力させていただきます。 どうかお力を貸す事が出来れば大変詳しく感謝致します。 LineID: http://vhung89.vn  Email: panda39.vn@gmail.com,"Hanoi, Vietnam",,2 Jan 2019,1:15 AM,305,812,298,1555,80,0,0,https://pbs.twimg.com/profile_images/1216186117315129344/zoVFl_b4_400x400.jpg,https://pbs.twimg.com/profile_banners/1080392188872187904/1578555154/1500x500
1231257672990642176,Thao Tran,thaotran1212,Crazy kat 😼#designer #photographer #independent consultant #digital marketing at PAC Group VietNam,"Hanoi, Vietnam",http://facebook.com/thaottranphotoshoots,22 Feb 2020,8:41 AM,69,134,17,119,31,0,0,https://pbs.twimg.com/profile_images/1238870192899276801/nEbZ78kE_400x400.jpg,https://pbs.twimg.com/profile_banners/1231257672990642176/1582720147/1500x500
1122879938707636224,Richard Vu,richardvuz13,"For me, life is never easy for those who dream.❤️","Hà Nội, Việt Nam",https://www.instagram.com/richardvuz,29 Apr 2019,8:06 AM,567,0,87,2278,0,0,0,https://pbs.twimg.com/profile_images/1215852777793970176/XOuUJXxB_400x400.jpg,https://pbs.twimg.com/profile_banners/1122879938707636224/1578593316/1500x500
1108927646363062272,dinhlee,dinhlee6,Artist - Design,Hà Nội,http://upsidedownism.vn/,21 Mar 2019,8:05 PM,11,26,8,5,1,0,0,https://pbs.twimg.com/profile_images/1108928195707830272/2B3NCETB_400x400.jpg,https://pbs.twimg.com/profile_banners/1108927646363062272/1563252986/1500x500
852768148864380928,BG ARMY,thao_bg30,"I'Lovelies!!! I know who i am, where i from: Speak yourself, love yourself. Teamwork make Dreamwork!💜 I purple you💜Fan Account @BTS_twt","Hà Nội, Việt Nam",,13 Apr 2017,11:19 PM,622,193,272,29586,547,0,0,https://pbs.twimg.com/profile_images/1235780669000867847/KflMvcpG_400x400.jpg,https://pbs.twimg.com/profile_banners/852768148864380928/1583468046/1500x500
1234385783340982272,Nguyen Hoang Ha Vy,emkhonggay,Marketing Manager at Binance Vietnamese,Hanoi,https://www.binance.com/en/register?ref=13339920,1 Mar 2020,11:51 PM,101,1252,427,91,30,0,0,https://pbs.twimg.com/profile_images/1235593641399181312/HqKiIFWz_400x400.jpg,https://pbs.twimg.com/profile_banners/1234385783340982272/1583392584/1500x500
1237685185296003075,Hoang Thuy (Artist),HoangThuyArtist,Artist 🇻🇳💕🍀🎨 at LAUVITEL (http://teespring.com/stores/lauvitel ),Hanoi,https://www.binance.com/en/register?ref=13339920,11 Mar 2020,3:22 AM,61,984,414,42,18,0,0,https://pbs.twimg.com/profile_images/1237690638964948993/D-Nk5aM3_400x400.jpg,https://pbs.twimg.com/profile_banners/1237685185296003075/1583925462/1500x500
1233957451960971264,enjoydragon,enjoydragon1,Tourist online,"Hà Nội, Việt Nam",,29 Feb 2020,7:29 PM,36,73,19,12,27,0,0,https://pbs.twimg.com/profile_images/1240968212386164739/WCuOnoxs_400x400.jpg,https://pbs.twimg.com/profile_banners/1233957451960971264/1584704960/1500x500
949537009764220928,Tiến Cảnh,mrgravita,DIY & Home,,,5 Jan 2018,11:03 PM,47,10,3,13,32,0,0,https://pbs.twimg.com/profile_images/1218153103108628480/XTuP5GRG_400x400.jpg,https://pbs.twimg.com/profile_banners/949537009764220928/1572444503/1500x500
2278406366,Vietnam Lung Association.vila,hoiphoivietnam,Hội Phổi Việt Nam,"hanoi, vietnam",,5 Jan 2014,6:55 PM,3848,483,46,2829,185,0,0,https://pbs.twimg.com/profile_images/1218831468664803328/2Nk6nVyv_400x400.jpg,https://pbs.twimg.com/profile_banners/2278406366/1582507914/1500x500
1232497896169193473,Dr.Xôi,TrngTrn28874008,i am Dr.Xôi,,http://www.drxoi.vn,25 Feb 2020,6:50 PM,3,0,0,0,3,0,0,https://pbs.twimg.com/profile_images/1232662438186586112/8orJlGrY_400x400.jpg,https://pbs.twimg.com/profile_banners/1232497896169193473/1582692892/1500x500
399822587,Thuyvi20,Thuyvi20,,"Ha Noi, VN",http://www.rfa.org/vietnamese/,27 Oct 2011,7:53 PM,988,197,41,679,263,0,0,https://pbs.twimg.com/profile_images/1610133284/77_400x400.jpg,
785329898902532096,Linh Nhi,LinhTome,😁😁😁😁😁,,https://sowon.vn/,9 Oct 2016,9:03 PM,395,1,6,2,18,0,0,https://pbs.twimg.com/profile_images/949542321929908224/KepuyZMJ_400x400.jpg,
849840043,David Best,davidbestarias,International affairs professional. Views are own; RT≠endorsements.,"Hanoi, Vietnam",,27 Sep 2012,12:36 PM,408,386,119,88,31,0,0,https://pbs.twimg.com/profile_images/3332719678/b2e7b615efcaef22e96fd64534ce869b_400x400.jpeg,https://pbs.twimg.com/profile_banners/849840043/1479282716/1500x500
1181430867882905601,ベトナムの送り出し機関で働く日本人スタッフの日常,okuridashi,送り出し機関は「現地ブローカー」と悪質前提で悪の根化、欲の塊のように非難されることが多くあります。しかし実際にベトナムの送り出し機関側から見た状況はどうでしょうか。ベトナムでの日常生活とともに紹介していきます。,ハノイ,https://okuridashi.hatenablog.com/,7 Oct 2019,9:47 PM,194,99,18,24,1,0,0,https://pbs.twimg.com/profile_images/1243388745111355392/MfI7bElx_400x400.jpg,
758779304,Nghề Khách Sạn,nghekhachsan,http://nghekhachsan.4irhotel.com  http://diendankhachsan.com  http://madamyenrestaurant.com  http://duongsrestaurant.com  http://duongrestaurantsaigon.com  http://duongrestaurantmamay.com ,Hanoi,https://hotelcareers.vn/,15 Aug 2012,12:04 AM,2366,152,332,18,429,0,0,https://pbs.twimg.com/profile_images/1036875922899578881/fFG7oH0J_400x400.jpg,https://pbs.twimg.com/profile_banners/758779304/1536045810/1500x500
1153126650613125121,Trang An Palace,tranganpalace,Tràng An Palace là trung tâm hội nghị tiệc cưới hàng đầu với không gian SANG TRỌNG - dịch vụ CHUYÊN NGHIỆP - sản phẩm TINH TẾ - quản lý VĂN MINH.,,https://tranganpalace.vn/,21 Jul 2019,7:16 PM,248,0,0,0,0,0,0,https://pbs.twimg.com/profile_images/1153520897103286272/m8pQ-um7_400x400.jpg,https://pbs.twimg.com/profile_banners/1153126650613125121/1563855789/1500x500
14376118,James Pearson,pearswick,"Vietnam Bureau Chief, @Reuters | Multi award-losing author and journalist | “A bum who wrote an ignominious jumble of stories” - North Korea ★ ★ ★ ☆ ☆","Hanoi, Vietnam",https://www.amazon.com/North-Korea-Confidential-Dissenters-Defectors/dp/0804844585,13 Apr 2008,9:50 AM,1119,947,33211,31560,82,0,1,https://pbs.twimg.com/profile_images/1083637331326689281/0ZzXmon__400x400.jpg,https://pbs.twimg.com/profile_banners/14376118/1575354181/1500x500
1083598662893154304,Trần Hoàng Sơn,hoangsonmbs,"Market Strategist at Military Bank Securities, Vietnam. Understanding Vietnam Stock Market, Analysis and Commentary...",,,10 Jan 2019,9:37 PM,1138,329,58,74,127,0,0,https://pbs.twimg.com/profile_images/1242002313847291904/p4mtLtJM_400x400.jpg,https://pbs.twimg.com/profile_banners/1083598662893154304/1583302478/1500x500
1612981633,Lê Quang Anh,lequanganh2013,A colorful boy with complicated temperament.,"Hanoi, Vietnam",,22 Jul 2013,7:32 AM,516,810,46,520,3,0,0,https://pbs.twimg.com/profile_images/769828479206424576/qTHUruyF_400x400.jpg,https://pbs.twimg.com/profile_banners/1612981633/1582383522/1500x500
843657675380408322,chung cư giá rẻ,ChungcugiareTHN,Vietnam Real Estate Supply Company,"Hà Nội, Việt Nam",http://duancondotel.info,19 Mar 2017,7:57 PM,143,68,12,152,2,0,0,https://pbs.twimg.com/profile_images/843662194524876800/Jsj3UjxK_400x400.jpg,
3783048673,khohai,KhoHaidotcom,,,http://www.khohai.com,4 Oct 2015,9:47 AM,10060,602,197,96,6169,0,0,https://pbs.twimg.com/profile_images/686739261027028993/sVqur-H__400x400.png,https://pbs.twimg.com/profile_banners/3783048673/1452566472/1500x500
838972100237004801,La France au Vietnam,FranceAuVietnam,Trang chính thức của Đại sứ quán Pháp tại Việt Nam / Compte officiel de l'Ambassade de France au Vietnam,"Hà Nội, Việt Nam",http://www.ambafrance-vn.org/,6 Mar 2017,8:38 PM,1606,236,5110,1372,226,0,1,https://pbs.twimg.com/profile_images/1237215766157709312/v5TQnxiA_400x400.jpg,https://pbs.twimg.com/profile_banners/838972100237004801/1581323917/1500x500
860761120637722628,St Paul Hanoi,St_Paul_Hanoi,An enriched American educational experience preparing students for success in the global community.🇺🇸,,https://stpaulhanoi.com,6 May 2017,12:40 AM,114,77,45,131,62,0,0,https://pbs.twimg.com/profile_images/860783015588274176/IfA0q6mx_400x400.jpg,https://pbs.twimg.com/profile_banners/860761120637722628/1584414050/1500x500
716188169171902464,Cỏ May,Comay1007,,,,2 Apr 2016,1:59 AM,25,39,8,12,12,0,0,https://pbs.twimg.com/profile_images/733186775036747776/29Mmvj8X_400x400.jpg,
793346330,some doctor,HotTakeMacheen,a community doctor in your local ED and ICU,Hà Nội,,31 Aug 2012,12:52 AM,69091,475,773,28982,2660,0,0,https://pbs.twimg.com/profile_images/1245757661162795008/cyRiq3Cx_400x400.jpg,https://pbs.twimg.com/profile_banners/793346330/1570075046/1500x500
2378525664,Ho Manh Toan,HoManhtoan212,📝⚽️🇻🇳,,https://sites.google.com/view/hmtoan/home,8 Mar 2014,2:39 AM,243,162,63,234,6,0,0,https://pbs.twimg.com/profile_images/442510226684534784/7LTi0M13_400x400.jpeg,
2423525376,Realistic Asia,RealisticAsia,"We are proudly to be the leading company in making unforgettable experiences for travelers to Vietnam and Indochina regions (Laos, Cambodia, Thailand, Myanmar)","Hanoi , Vietnam",https://vietnamtourspackages.com,2 Apr 2014,2:36 AM,148,4627,1665,48,76,0,0,https://pbs.twimg.com/profile_images/1173800638162956289/x-81zCko_400x400.jpg,https://pbs.twimg.com/profile_banners/2423525376/1421031759/1500x500
260623353,Kim Encel,KimEncel,"Sports Programming @UNESCO, teaching & research @DeakinBusiness, AFLW PhD. Here to chat about health 💪, sport 🤸‍♂️, and sustainability 🌱. Views are my own.",,http://www.linkedin.com/in/kimencel,3 Mar 2011,11:20 PM,1720,1320,1133,5780,371,0,0,https://pbs.twimg.com/profile_images/836047785078079488/RzhJxCJx_400x400.jpg,https://pbs.twimg.com/profile_banners/260623353/1506848928/1500x500
2933349943,武,haivx1902,,Hanoi,,17 Dec 2014,2:34 AM,4691,409,41,18,74,0,0,https://pbs.twimg.com/profile_images/545372970814689280/pwqasdiS_400x400.jpeg,https://pbs.twimg.com/profile_banners/2933349943/1418861992/1500x500
780698566264168448,Luu Huong,Dichthuata2zcom,"Cơ sở Trà Bảo Đạt, chúng tôi bán buôn, bán lẻ các loại Trà Chè Thái Nguyên Ngon như móc câu, nõn tôm, trà đinh.",,https://trabaodat.com,27 Sep 2016,2:20 AM,4137,122,31,179,4063,0,0,https://pbs.twimg.com/profile_images/780702502547099649/c5NBl2-U_400x400.jpg,https://pbs.twimg.com/profile_banners/780698566264168448/1529117001/1500x500
2365540681,Anh Le,ducanhdev,,Ha Noi,https://akdev.pro,28 Feb 2014,4:28 AM,3,32,5,1,0,0,0,https://pbs.twimg.com/profile_images/1239973114605264896/Y83MfG1Q_400x400.jpg,https://pbs.twimg.com/profile_banners/2365540681/1584467603/1500x500
1154965270303084544,nghiaduc,nghiaduc4,vui tính,"Hanoi, Viet Nam",,26 Jul 2019,9:02 PM,748,135,32,20,731,0,0,https://pbs.twimg.com/profile_images/1157492045549715457/M6jhwn8U_400x400.jpg,
889347805160001536,Nguyễn Ngọc Bảo,quynhchi191016,Nhân Viên SEO Công Ty Máy Bay Trực Tuyến ABAY,,https://www.abay.vn/,23 Jul 2017,9:53 PM,588,118,81,735,532,0,0,https://pbs.twimg.com/profile_images/996322955402534912/IEZI1Wa8_400x400.jpg,https://pbs.twimg.com/profile_banners/889347805160001536/1526377168/1500x500
252486088,주베트남한국대사관,koremb_vietnam,"안녕하세요? 주베트남대한민국대사관 트위터에 방문하신 것을 환영합니다.  ㅇ 영사부 (여권, 국제결혼, 재외국민등록 및 공증관련 업무관련 문의) 전화번호 : +84-4-3771 0404 , 팩스 : +84-4-3831 6834 ㅇ 대사관 대표번호 : 3831-5110","베트남, 하노이",http://vnm-hanoi.mofat.go.kr/kor/as/vnm-hanoi/main/indexp,15 Feb 2011,12:53 AM,1208,51,1340,357,163,0,0,https://pbs.twimg.com/profile_images/1268683300/_______400x400.jpg,
